GENE	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
FBXO442	0.000000643731068871776	0.283173027933803	0.526	0.181	0.013268584791585	4	FBXO44
NRCAM3	0.000000655492605847708	0.612030011701675	0.754	0.395	0.013511013591733	4	NRCAM
ZBTB431	0.000000656401038602522	0.318759280331585	0.421	0.133	0.0135297382076752	4	ZBTB43
TTN-AS11	0.000000659280217358286	0.308623298511941	0.526	0.184	0.013589083840189	4	TTN-AS1
SUPT6H	0.000000661765029953714	0.454081135703054	0.404	0.127	0.013640300797406	4	SUPT6H
CFAP361	0.000000664789087063082	0.396705633317593	0.404	0.125	0.0137026326625443	4	CFAP36
RUNX1T12	0.000000665291266027684	0.536112176952622	0.649	0.279	0.0137129835753626	4	RUNX1T1
FAM185A	0.000000680663904660968	0.376220632022113	0.632	0.236	0.0140298444028719	4	FAM185A
RP11-286N22.8	0.00000069770010531062	0.562079501078775	0.368	0.113	0.0143809945706625	4	RP11-286N22.8
DCAF51	0.000000705077010919751	0.250755441697702	0.561	0.198	0.0145330473490779	4	DCAF5
PTBP1	0.000000705206584041673	0.399611457204881	0.263	0.063	0.014535718110267	4	PTBP1
GPAA1	0.000000722992846000146	0.589419583827238	0.298	0.079	0.014902328541755	4	GPAA1
MED12L2	0.000000726410671039518	0.322497119049945	0.649	0.254	0.0149727767514665	4	MED12L
FAM188A1	0.000000728230307985561	0.382357151048032	0.474	0.16	0.0150102831081984	4	FAM188A
PGM2L11	0.000000728477565745883	0.525531447713161	0.404	0.132	0.0150153795851541	4	PGM2L1
CEMIP1	0.000000730126390453071	0.461182036937031	0.316	0.084	0.0150493651600187	4	CEMIP
SORL11	0.0000007344653491451	0.336412872808957	0.737	0.304	0.0151387997765788	4	SORL1
ZDHHC2	0.000000735417471493045	0.603083570158422	0.298	0.081	0.0151584249224146	4	ZDHHC2
PAK13	0.000000740631804115474	0.39700805581788	0.667	0.266	0.0152659027464282	4	PAK1
USP9Y2	0.000000743042885864226	0.491289833243202	0.737	0.32	0.0153155999634334	4	USP9Y
PDCD10	0.000000745032471128422	0.26846644613144	0.298	0.078	0.015356609294899	4	PDCD10
GFM2	0.000000759259454413523	0.411664047069576	0.351	0.101	0.0156498558743715	4	GFM2
FIG4	0.000000775615857678588	0.455058047606605	0.351	0.103	0.0159869940584711	4	FIG4
ZNRF21	0.000000775725301541354	0.322775225736208	0.474	0.16	0.0159892499153704	4	ZNRF2
FBXO25	0.000000775840526437938	0.281173088713803	0.316	0.086	0.0159916249309388	4	FBXO25
FAM221A	0.000000787879161268302	0.304915390364996	0.298	0.078	0.0162397652720623	4	FAM221A
AC005237.41	0.000000790750049311076	0.887097089572332	0.263	0.067	0.0162989400163999	4	AC005237.4
CAPRIN1	0.000000791025993618476	0.399608794357529	0.421	0.133	0.016304627780464	4	CAPRIN1
MDGA23	0.000000797252206500476	0.612312850629134	0.719	0.361	0.0164329624803878	4	MDGA2
LINC009701	0.000000797403112384706	0.550148660991757	0.386	0.122	0.0164360729524736	4	LINC00970
STX6	0.000000805037428177453	0.380165317198998	0.404	0.127	0.0165934314695937	4	STX6
AK4	0.000000817018839050022	0.520460068075634	0.316	0.087	0.016840392310499	4	AK4
KIFAP32	0.000000820036311644664	0.313448119871669	0.649	0.247	0.0169025884556198	4	KIFAP3
RAB3C2	0.000000834393350931645	0.266004420876975	0.474	0.158	0.0171985157494031	4	RAB3C
NOP581	0.00000086108586955596	0.317475486901275	0.544	0.195	0.0177487019432874	4	NOP58
TTC12	0.000000873884570009655	0.466482702115406	0.281	0.073	0.018012508757039	4	TTC12
ATAD2	0.000000876429807452164	0.36863134113052	0.333	0.094	0.018064971191204	4	ATAD2
B3GAT31	0.000000887449094061724	0.492080340739925	0.404	0.127	0.0182921007268002	4	B3GAT3
ARHGEF33	0.000000903545435905051	0.439931292022155	0.789	0.352	0.0186238785248749	4	ARHGEF3
FAM81A2	0.00000093081300524847	0.335885703476888	0.491	0.166	0.0191859176641815	4	FAM81A
PCNXL23	0.000000932581865010841	0.488338188593621	0.754	0.342	0.0192223774016035	4	PCNXL2
RP11-382A20.31	0.000000935044254758642	0.27814080836022	0.439	0.141	0.0192731321790851	4	RP11-382A20.3
MFAP3	0.000000936970758377104	0.701813495764144	0.263	0.065	0.0193128412716689	4	MFAP3
TARS2	0.000000936970758377104	0.340939413147891	0.263	0.065	0.0193128412716689	4	TARS2
TRERF13	0.000000942517022128348	0.485762631805727	0.509	0.184	0.0194271608601095	4	TRERF1
SLC4A81	0.000000964032708013226	0.469257268971366	0.702	0.292	0.0198706421775686	4	SLC4A8
RBMS11	0.000000966341824242688	0.336814981586382	0.421	0.135	0.0199182376812903	4	RBMS1
KBTBD11	0.000000986777405912435	0.639890838708317	0.333	0.097	0.0203394558906671	4	KBTBD11
LINC00843	0.00000101211431474587	0.270663246070679	0.351	0.101	0.0208617002555419	4	LINC00843
METTL6	0.00000102224527179282	0.633188058996353	0.368	0.111	0.0210705195421935	4	METTL6
SULT4A11	0.00000102239535949396	0.523511413685189	0.281	0.073	0.0210736131498894	4	SULT4A1
NMNAT1	0.00000103704094637	0.422567104042678	0.281	0.073	0.0213754879865785	4	NMNAT1
RC3H2	0.00000104689503750654	0.304198233382056	0.491	0.168	0.0215786005130848	4	RC3H2
LRRN3	0.00000104996373009546	0.30831519252395	0.298	0.079	0.0216418524047275	4	LRRN3
ANGEL1	0.00000105147135805895	0.329787598254282	0.351	0.103	0.021672927632311	4	ANGEL1
ACVR1B1	0.0000010596987465618	0.356632249342029	0.368	0.111	0.0218425105641318	4	ACVR1B
ANGPT2	0.00000106524978964108	0.547690682768489	0.316	0.087	0.0219569286640819	4	ANGPT2
ENY2	0.00000108654332032726	0.325680349694457	0.316	0.087	0.0223958309185855	4	ENY2
RDH13	0.0000010865876505472	0.39937797979639	0.298	0.079	0.0223967446530788	4	RDH13
AK2	0.0000010911300718902	0.380944599366699	0.351	0.103	0.0224903730418009	4	AK2
CNIH1	0.0000010957372306764	0.276863483484353	0.263	0.065	0.022585335798702	4	CNIH1
CD2AP	0.00000110238521731019	0.294149981562967	0.456	0.152	0.0227223640991976	4	CD2AP
WIPF23	0.00000111293415685497	0.352885161122063	0.614	0.23	0.0229397988410947	4	WIPF2
RP11-556I14.2	0.0000011133498999173	0.420687346088118	0.281	0.073	0.0229483681370953	4	RP11-556I14.2
C1orf159	0.00000114552952442145	0.631025759276618	0.351	0.105	0.0236116545573749	4	C1orf159
GOLGA7B1	0.00000116278361732164	0.517716423924065	0.263	0.065	0.0239672959202336	4	GOLGA7B
LMO42	0.00000116588838704835	0.464402118876829	0.526	0.198	0.0240312914338406	4	LMO4
MTERF41	0.00000116695587988686	0.358501412849593	0.386	0.119	0.024053294596228	4	MTERF4
CLCN7	0.00000117152716888807	0.425584856287332	0.298	0.081	0.0241475180051209	4	CLCN7
MB21D2	0.00000118289898685467	0.407332833491433	0.368	0.113	0.0243819139170484	4	MB21D2
NSF2	0.00000118766891604713	0.330603716448239	0.702	0.282	0.0244802316975635	4	NSF
PRPF39	0.00000119317842993887	0.260862789201276	0.421	0.135	0.0245937937979	4	PRPF39
NCKAP12	0.00000121039110060697	0.295129763954122	0.754	0.303	0.0249485813657108	4	NCKAP1
RERG	0.00000122524665452468	0.303356814982229	0.351	0.105	0.0252547840430627	4	RERG
LARP1B2	0.00000125058777000202	0.439269882995606	0.596	0.241	0.0257771151152816	4	LARP1B
ARL10	0.0000012521553645311	0.404896967462607	0.263	0.065	0.0258094263737151	4	ARL10
SGTB	0.00000126452843664543	0.364741964432453	0.281	0.073	0.0260644601361356	4	SGTB
ZNF785	0.00000128811737387223	0.258297452626266	0.351	0.103	0.0265506753102544	4	ZNF785
MAP2K12	0.0000012972307842612	0.419208175004059	0.667	0.293	0.0267385209251919	4	MAP2K1
DCAF62	0.00000129988221564788	0.456362291636275	0.649	0.271	0.0267931722289341	4	DCAF6
KLF13	0.00000131028577337273	0.405391499516184	0.351	0.105	0.0270076103607588	4	KLF13
CD2001	0.00000132341006689336	0.3790071002803	0.298	0.081	0.0272781282988059	4	CD200
SETBP12	0.00000132980265360602	0.482802330017492	0.684	0.307	0.0274098922961272	4	SETBP1
CALY1	0.000001332382222005	0.503321458296363	0.298	0.081	0.0274630623599671	4	CALY
LCMT11	0.00000135552655135656	0.253658199665514	0.439	0.146	0.0279401132765615	4	LCMT1
MSRB31	0.0000013924999282881	0.412995645958369	0.351	0.105	0.0287022085218744	4	MSRB3
SPTAN12	0.00000140473722227551	0.43399141364526	0.684	0.3	0.0289544436255427	4	SPTAN1
TRIM69	0.00000141093255279644	0.363706219180426	0.281	0.074	0.0290821417782402	4	TRIM69
MVD	0.00000141267836293646	0.26744984673315	0.316	0.087	0.0291181264168463	4	MVD
HS1BP3	0.00000142709270299745	0.528953424355596	0.263	0.067	0.0294152347941834	4	HS1BP3
TOX4	0.00000144424297647526	0.288139831402887	0.386	0.12	0.0297687362311081	4	TOX4
PRMT71	0.00000144717874154885	0.397014333448095	0.368	0.114	0.0298292482208049	4	PRMT7
CELF23	0.00000145712882225445	0.637510361241103	0.737	0.474	0.0300343392843087	4	CELF2
GDI11	0.00000146300147060274	0.289333217129727	0.579	0.217	0.0301553863120636	4	GDI1
POMT11	0.0000014902401786373	0.459522202828955	0.368	0.114	0.030716830562072	4	POMT1
GABARAPL11	0.00000149358463248941	0.280523191999634	0.404	0.13	0.0307857664448718	4	GABARAPL1
CALCOCO1	0.00000151676387331999	0.265232446865559	0.439	0.144	0.0312635369568717	4	CALCOCO1
PPM1E2	0.00000153878813032583	0.451820549034024	0.702	0.323	0.031717500942276	4	PPM1E
VSTM2A	0.00000153954929631945	0.913983450500599	0.263	0.07	0.0317331900957365	4	VSTM2A
LRRC281	0.00000154644043775824	0.339029429346236	0.632	0.254	0.0318752303030729	4	LRRC28
CMIP2	0.00000155011741945002	0.409857690769378	0.649	0.271	0.0319510202497038	4	CMIP
AMN1	0.00000155061753915509	0.498327502421504	0.474	0.17	0.0319613287170648	4	AMN1
SLC47A11	0.00000155405721760919	0.306700745398685	0.491	0.173	0.0320322273693606	4	SLC47A1
OSBPL62	0.0000015715168277107	0.393678634567725	0.684	0.29	0.0323921048527729	4	OSBPL6
SIPA1L11	0.00000161474462089977	0.515841515073207	0.825	0.521	0.033283116125986	4	SIPA1L1
XXYLT1	0.00000162272061653639	0.594682076694382	0.333	0.097	0.033447517348048	4	XXYLT1
PKN1	0.00000162460431156728	0.507661524666204	0.351	0.106	0.0334863440700248	4	PKN1
SLC2A132	0.00000162501155845373	0.377338070089086	0.684	0.29	0.0334947382428482	4	SLC2A13
MAPKBP1	0.00000163410970067248	0.317226704913475	0.544	0.203	0.0336822691502612	4	MAPKBP1
ASCC31	0.00000164181416446941	0.309275673289674	0.737	0.303	0.0338410735580436	4	ASCC3
ZNF335	0.00000169506884077513	0.338410598049783	0.333	0.097	0.0349387589460569	4	ZNF335
RP11-454P21.11	0.00000169726581879464	0.324178061146496	0.298	0.081	0.0349840430569951	4	RP11-454P21.1
KIF3A2	0.00000170409147693165	0.517568704783279	0.649	0.261	0.0351247335225152	4	KIF3A
MCF2L22	0.00000172470767768752	0.366641574551671	0.789	0.353	0.0355496746524951	4	MCF2L2
VIPAS39	0.00000172595399317224	0.483998826072896	0.281	0.074	0.0355753637072662	4	VIPAS39
LINC008821	0.00000172650431901665	0.392534267623642	0.772	0.347	0.0355867070235712	4	LINC00882
AKAP8L1	0.00000173131043637716	0.452977044293597	0.632	0.261	0.035685770714606	4	AKAP8L
ZNF557	0.00000177476587050155	0.335572107681158	0.263	0.067	0.0365814741227778	4	ZNF557
DGCR2	0.00000180585408347307	0.343120988914908	0.439	0.146	0.0372222643685469	4	DGCR2
RBPMS	0.00000182412040138504	0.438575480771489	0.281	0.074	0.0375987697133485	4	RBPMS
ATF7IP21	0.00000183053130987008	0.268937850416668	0.421	0.138	0.037730911359042	4	ATF7IP2
AMY2B	0.00000184145405248132	0.510706782748482	0.439	0.151	0.0379560509297449	4	AMY2B
CTD-2540M10.1	0.00000184291178738566	0.432320998921547	0.298	0.082	0.0379860977615932	4	CTD-2540M10.1
ACVR2A2	0.00000186047002059465	0.302831841146354	0.491	0.171	0.0383480080644969	4	ACVR2A
BCAS4	0.00000186229824797773	0.558603867383052	0.281	0.074	0.038385691487317	4	BCAS4
RHBDD3	0.00000187519394434508	0.262719939705045	0.281	0.074	0.0386514975808409	4	RHBDD3
AC016831.72	0.00000190741788468618	0.502389868904528	0.754	0.398	0.0393156974391516	4	AC016831.7
KIAA05561	0.00000191487539651763	0.365368083819245	0.561	0.212	0.0394694116730215	4	KIAA0556
CCDC7	0.00000195125436024722	0.656852975642006	0.491	0.184	0.0402192548734156	4	CCDC7
CSNK1G3	0.0000019678334666606	0.336357093475963	0.351	0.106	0.0405609834148083	4	CSNK1G3
PLEKHA63	0.00000196889877591247	0.398028180990248	0.667	0.287	0.0405829415691077	4	PLEKHA6
C1orf2161	0.00000199303895903132	0.850740437311233	0.263	0.068	0.0410805190235535	4	C1orf216
TTBK2	0.00000201226087823748	0.354166256403472	0.719	0.3	0.0414767212222309	4	TTBK2
ARFGEF2	0.00000203070804420138	0.265811234507555	0.684	0.276	0.0418569542070789	4	ARFGEF2
LINC00907	0.00000203218729324239	0.367443727298018	0.316	0.09	0.0418874444883121	4	LINC00907
ANKH2	0.00000203886345445527	0.268531475031731	0.702	0.288	0.042025053523232	4	ANKH
NNT2	0.00000205171856238597	0.34884997563251	0.561	0.209	0.0422900230078997	4	NNT
DPH1	0.00000206365361981572	0.733919760832142	0.281	0.076	0.0425360284116416	4	DPH1
PITPNM3	0.00000211018142343848	0.430411505161584	0.263	0.068	0.0434950594999139	4	PITPNM3
TSEN54	0.00000213714526569391	0.393626481250559	0.281	0.074	0.0440508382164829	4	TSEN54
NECAB14	0.00000217120936365535	0.500909332816053	0.737	0.357	0.044752967403664	4	NECAB1
ANKRD46	0.00000217383009516528	0.319039316948575	0.298	0.082	0.0448069859215468	4	ANKRD46
PAFAH2	0.00000217383009516528	0.28370015240844	0.298	0.082	0.0448069859215468	4	PAFAH2
SREK1IP1	0.00000217926128971098	0.292349770405384	0.316	0.09	0.0449189337035227	4	SREK1IP1
PAPOLG	0.00000218172146479161	0.662548600304546	0.263	0.07	0.0449696428322846	4	PAPOLG
MROH8	0.00000222756250889587	0.467359284515637	0.351	0.105	0.0459145184333617	4	MROH8
ZNF862	0.00000225634563378368	0.327300261934495	0.333	0.098	0.0465077962035492	4	ZNF862
AP000304.122	0.00000230002214375819	0.461903306432143	0.509	0.195	0.0474080564271438	4	AP000304.12
AHDC11	0.00000230432692568181	0.293943053023171	0.368	0.114	0.0474967865921534	4	AHDC1
PAICS	0.00000232157861958137	0.280583604885134	0.298	0.082	0.0478523785068113	4	PAICS
CCSER13	0.00000234337459012606	0.536355736313342	0.702	0.344	0.0483016370516784	4	CCSER1
BANP2	0.0000023726865806447	0.356571920664097	0.509	0.182	0.0489058158002485	4	BANP
NTNG12	0.00000237834976823334	0.464474141230775	0.351	0.113	0.0490225454228256	4	NTNG1
GHR	0.00000241883861663037	0.509148750638822	0.351	0.109	0.0498571015659852	4	GHR
VWA3A1	0.00000245797148546234	0.794951802405648	0.281	0.079	0.0506637082583497	4	VWA3A
KIF9-AS12	0.00000249994432331204	0.386223309000831	0.719	0.304	0.0515288523921078	4	KIF9-AS1
ANKMY2	0.0000025053690855535	0.453973874000202	0.316	0.092	0.0516406675914287	4	ANKMY2
YWHAB1	0.00000256251210362884	0.383110396242901	0.439	0.154	0.0528184994799977	4	YWHAB
MAP2K5	0.00000259850467361082	0.502086105322444	0.789	0.385	0.0535603783324661	4	MAP2K5
CDH31	0.00000262648372209677	0.460743519904397	0.333	0.1	0.0541370824798587	4	CDH3
PDCD5	0.00000262928486107544	0.251807161663057	0.298	0.082	0.054194819556487	4	PDCD5
INPP4A2	0.00000265316762396071	0.371869110455061	0.632	0.255	0.0546870910650783	4	INPP4A
ACTR23	0.00000270887187702151	0.272487211023223	0.596	0.23	0.0558352671291673	4	ACTR2
UNC45A1	0.0000027235594971648	0.520450179385709	0.333	0.1	0.0561380083555609	4	UNC45A
ATL11	0.00000272565012542215	0.313399033896932	0.649	0.263	0.0561811003852014	4	ATL1
RP11-1H15.2	0.00000275835202514877	0.383107969489468	0.421	0.144	0.0568551519423665	4	RP11-1H15.2
APEX1	0.00000278488648240455	0.409063799628469	0.368	0.114	0.0574020801753225	4	APEX1
SUPT7L	0.00000285754571353101	0.366409807045301	0.281	0.076	0.0588997322473011	4	SUPT7L
NPAS22	0.00000287484454313203	0.328476135847408	0.491	0.182	0.0592562957230374	4	NPAS2
DCBLD1	0.00000294200976768972	0.480192202202483	0.316	0.094	0.0606407053316205	4	DCBLD1
CEP76	0.00000294959167363788	0.317496369379471	0.298	0.084	0.0607969835770241	4	CEP76
PCMTD11	0.00000298408910282951	0.28955844846996	0.737	0.301	0.0615080445875219	4	PCMTD1
BZW2	0.00000299244881979581	0.452632897610998	0.263	0.07	0.0616803550736312	4	BZW2
MRPS35	0.00000299539426788679	0.344337755505581	0.281	0.076	0.0617410666496825	4	MRPS35
FBXW72	0.00000301123505624662	0.415656513439927	0.772	0.368	0.0620675769793554	4	FBXW7
CIZ11	0.00000304869584891475	0.264522213060862	0.421	0.139	0.0628397188378307	4	CIZ1
ZNF5621	0.00000308830548698333	0.250590500111684	0.439	0.151	0.0636561526977004	4	ZNF562
MLLT61	0.00000311591866836864	0.333614687956262	0.351	0.108	0.0642253155924143	4	MLLT6
CARM11	0.00000312427069251111	0.279554795492335	0.333	0.098	0.0643974675140389	4	CARM1
SGIP11	0.00000312564485541034	0.588021472608526	0.982	0.507	0.0644257917597179	4	SGIP1
HIC21	0.00000322005762868939	0.253166915447729	0.333	0.098	0.0663718278425458	4	HIC2
TOMM70A	0.0000032356633843507	0.395936210293435	0.316	0.092	0.0666934936782367	4	TOMM70A
AHR	0.00000325588195004571	0.382877854027142	0.298	0.086	0.0671102387543423	4	AHR
DNAJC18	0.00000328624078697614	0.338945779650565	0.316	0.092	0.0677359951011521	4	DNAJC18
ZER13	0.00000329110541086825	0.27409079883605	0.684	0.282	0.0678362647288164	4	ZER1
GAPVD11	0.00000331161460820545	0.302167236278624	0.596	0.235	0.0682590003043307	4	GAPVD1
NRXN13	0.00000331541109034766	0.651792060793279	0.719	0.458	0.068337253394246	4	NRXN1
GRIA33	0.00000332529760511368	0.504590398139776	0.719	0.35	0.0685410342366032	4	GRIA3
C14orf132	0.00000334960056593723	0.491139081738184	0.316	0.094	0.0690419668650981	4	C14orf132
GGNBP21	0.00000337266246877537	0.297966376737541	0.491	0.177	0.0695173188063978	4	GGNBP2
RP11-516C1.13	0.00000339884035837779	0.260040020332388	0.614	0.241	0.0700568974668829	4	RP11-516C1.1
ULK32	0.00000342882824559279	0.300824339370272	0.456	0.16	0.0706750077981587	4	ULK3
ARPP191	0.00000343938033163446	0.430658499886194	0.474	0.176	0.0708925073956495	4	ARPP19
NARFL	0.000003487244696095	0.299271154862318	0.263	0.07	0.07187908767591	4	NARFL
TSPAN31	0.00000350142053050312	0.67438584087191	0.368	0.119	0.0721712799747302	4	TSPAN3
PTPRG4	0.00000350243139610607	0.49220994563915	0.737	0.425	0.0721921159365384	4	PTPRG
SCOC	0.00000350462059991829	0.63892828848998	0.316	0.095	0.0722372398055157	4	SCOC
ZFAND2B1	0.00000353766331042355	0.418682795291881	0.298	0.086	0.0729183161544502	4	ZFAND2B
CAMLG	0.00000360608624295145	0.432785641002747	0.298	0.087	0.0743286496397152	4	CAMLG
TRPM21	0.00000370680817555818	0.496846016179378	0.263	0.071	0.0764047301146051	4	TRPM2
LAT2	0.00000378927199075611	0.294672726113645	0.263	0.07	0.078104474273465	4	LAT2
ZC3H15	0.0000038126237443748	0.51850006854267	0.386	0.128	0.0785858006190535	4	ZC3H15
METAP2	0.00000388107929739487	0.317053827496027	0.439	0.152	0.0799968064779031	4	METAP2
NOL9	0.00000390833002301456	0.407131025680107	0.386	0.127	0.080558498434376	4	NOL9
LAMA2	0.00000391512853278324	0.375378406007278	0.474	0.171	0.0806986293177282	4	LAMA2
TMEM72-AS11	0.00000392982466106465	0.261127889050265	0.351	0.108	0.0810015459138645	4	TMEM72-AS1
SPAG162	0.00000397167496794812	0.362738812185386	0.807	0.366	0.0818641644393467	4	SPAG16
MGAT5B1	0.00000404156154148928	0.350993440518911	0.333	0.101	0.0833046664931769	4	MGAT5B
FANCM	0.00000406406468395201	0.597013186267574	0.281	0.079	0.0837685012656189	4	FANCM
AQR	0.00000409179255597425	0.283709728065583	0.491	0.179	0.0843400281637412	4	AQR
YEATS22	0.00000412581131088021	0.297507190893285	0.649	0.261	0.0850412227398629	4	YEATS2
SAMD82	0.00000414944962324778	0.423601003862039	0.526	0.206	0.0855284556343833	4	SAMD8
STX2	0.00000415188227916184	0.331551219999224	0.316	0.094	0.0855785975380838	4	STX2
ABR1	0.00000415431134328213	0.268545176401943	0.702	0.311	0.0856286654077314	4	ABR
ATPAF2	0.00000420216637057984	0.257923243250618	0.263	0.07	0.0866150532303917	4	ATPAF2
AC009120.4	0.00000430876165711207	0.819000754737021	0.404	0.143	0.088812195276394	4	AC009120.4
TMEM245	0.00000436771957952274	0.508869549846984	0.509	0.2	0.0900274359731228	4	TMEM245
YPEL11	0.00000445364980890289	0.265502068436625	0.368	0.117	0.0917986298611064	4	YPEL1
TYW5	0.00000450102627778952	0.290097918166045	0.263	0.07	0.0927751536377976	4	TYW5
CAP24	0.00000458817619674285	0.33175064061169	0.579	0.23	0.0945714877672637	4	CAP2
CUL4A1	0.00000459614693184166	0.338882042803814	0.579	0.22	0.0947357805591202	4	CUL4A
AHCTF12	0.00000461738127531066	0.293074919500911	0.632	0.254	0.0951734628467033	4	AHCTF1
C9orf91	0.00000462233050394064	0.50840819807385	0.263	0.073	0.0952754763472244	4	C9orf91
PUS7L	0.00000468148419237246	0.334376227778607	0.526	0.2	0.0964947521731812	4	PUS7L
AVIL	0.00000468986552169575	0.353725509558363	0.316	0.094	0.0966675081331928	4	AVIL
GATSL21	0.00000474175665326664	0.31181970178656	0.456	0.162	0.0977370881371319	4	GATSL2
